"name","iso","year","estimate","rounded","indicator","value"
"Southern Asia",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",233000
"Other",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",3400
"Northern Africa",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",6800
"Sub-Saharan Africa",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",257000
"Latin America",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",14000
"Caucasus and Central Asia",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",1300
"Caribbean",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",2700
"Western Asia",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",8000
"South-eastern Asia",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",39000
"Eastern Asia",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",25000
"Oceania",NA,1992,"upper bound (80% UI)",TRUE,"matdeaths",1300
"World",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",71.1560515773146
"Southern Asia",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",37.8106105338961
"Other",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",2510.13120302622
"Northern Africa",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",126.829740405746
"Sub-Saharan Africa",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",14.9926733132473
"Latin America",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",233.730056470315
"Caucasus and Central Asia",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",362.450387701576
"Caribbean",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",95.4952952587208
"Western Asia",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",113.321575287116
"South-eastern Asia",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",88.8684962698034
"Eastern Asia",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",396.71482562843
"Oceania",NA,1992,"upper bound (80% UI)",FALSE,"ltr_1per",34.2134210649024
"World",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",71
"Southern Asia",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",38
"Other",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",2500
"Northern Africa",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",130
"Sub-Saharan Africa",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",15
"Latin America",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",230
"Caucasus and Central Asia",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",360
"Caribbean",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",95
"Western Asia",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",110
"South-eastern Asia",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",89
"Eastern Asia",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",400
"Oceania",NA,1992,"upper bound (80% UI)",TRUE,"ltr_1per",34
"World",NA,1993,"upper bound (80% UI)",FALSE,"mmr",412.946316578401
"Southern Asia",NA,1993,"upper bound (80% UI)",FALSE,"mmr",573.175405786236
"Other",NA,1993,"upper bound (80% UI)",FALSE,"mmr",24.1110505682721
"Northern Africa",NA,1993,"upper bound (80% UI)",FALSE,"mmr",179.397631244439
"Sub-Saharan Africa",NA,1993,"upper bound (80% UI)",FALSE,"mmr",1083.00364979148
"Latin America",NA,1993,"upper bound (80% UI)",FALSE,"mmr",120.930040495006
"Caucasus and Central Asia",NA,1993,"upper bound (80% UI)",FALSE,"mmr",78.2643453400108
"Caribbean",NA,1993,"upper bound (80% UI)",FALSE,"mmr",324.076251736331
"Western Asia",NA,1993,"upper bound (80% UI)",FALSE,"mmr",184.633591668875
"South-eastern Asia",NA,1993,"upper bound (80% UI)",FALSE,"mmr",309.71104800301
"Eastern Asia",NA,1993,"upper bound (80% UI)",FALSE,"mmr",93.960012242283
"Oceania",NA,1993,"upper bound (80% UI)",FALSE,"mmr",602.034311570306
"World",NA,1993,"upper bound (80% UI)",TRUE,"mmr",413
"Southern Asia",NA,1993,"upper bound (80% UI)",TRUE,"mmr",573
"Other",NA,1993,"upper bound (80% UI)",TRUE,"mmr",24
"Northern Africa",NA,1993,"upper bound (80% UI)",TRUE,"mmr",179
"Sub-Saharan Africa",NA,1993,"upper bound (80% UI)",TRUE,"mmr",1080
"Latin America",NA,1993,"upper bound (80% UI)",TRUE,"mmr",121
"Caucasus and Central Asia",NA,1993,"upper bound (80% UI)",TRUE,"mmr",78
"Caribbean",NA,1993,"upper bound (80% UI)",TRUE,"mmr",324
"Western Asia",NA,1993,"upper bound (80% UI)",TRUE,"mmr",185
"South-eastern Asia",NA,1993,"upper bound (80% UI)",TRUE,"mmr",310
"Eastern Asia",NA,1993,"upper bound (80% UI)",TRUE,"mmr",94
"Oceania",NA,1993,"upper bound (80% UI)",TRUE,"mmr",602
"World",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",554903.302632555
"Southern Asia",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",224413.624174251
"Other",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",3447.87299794774
"Northern Africa",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",6368.24635005721
"Sub-Saharan Africa",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",260405.920794587
"Latin America",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",13317.4049886073
"Caucasus and Central Asia",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",1399.29840469895
"Caribbean",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",2625.10189888973
"Western Asia",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",7930.52973623484
"South-eastern Asia",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",36877.3935932538
"Eastern Asia",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",21896.1697085063
"Oceania",NA,1993,"upper bound (80% UI)",FALSE,"matdeaths",1281.87553756796
"World",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",555000
"Southern Asia",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",224000
"Other",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",3400
"Northern Africa",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",6400
"Sub-Saharan Africa",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",260000
"Latin America",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",13000
"Caucasus and Central Asia",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",1400
"Caribbean",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",2600
"Western Asia",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",7900
"South-eastern Asia",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",37000
"Eastern Asia",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",22000
"Oceania",NA,1993,"upper bound (80% UI)",TRUE,"matdeaths",1300
"World",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",73.8875395885107
"Southern Asia",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",40.1272421597115
"Other",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",2473.88698199118
"Northern Africa",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",138.749999112286
"Sub-Saharan Africa",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",15.3224761204573
"Latin America",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",246.652098131237
"Caucasus and Central Asia",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",352.863077303828
"Caribbean",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",98.6547906505202
"Western Asia",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",118.396312123147
"South-eastern Asia",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",97.2351345080261
"Eastern Asia",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",460.122979314075
"Oceania",NA,1993,"upper bound (80% UI)",FALSE,"ltr_1per",35.4248920666554
"World",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",74
"Southern Asia",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",40
"Other",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",2500
"Northern Africa",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",140
"Sub-Saharan Africa",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",15
"Latin America",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",250
"Caucasus and Central Asia",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",350
"Caribbean",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",99
"Western Asia",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",120
"South-eastern Asia",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",97
"Eastern Asia",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",460
"Oceania",NA,1993,"upper bound (80% UI)",TRUE,"ltr_1per",35
"World",NA,1994,"upper bound (80% UI)",FALSE,"mmr",408.791730881254
"Southern Asia",NA,1994,"upper bound (80% UI)",FALSE,"mmr",552.969480793093
"Other",NA,1994,"upper bound (80% UI)",FALSE,"mmr",24.0993760502794
"Northern Africa",NA,1994,"upper bound (80% UI)",FALSE,"mmr",172.599262460987
"Sub-Saharan Africa",NA,1994,"upper bound (80% UI)",FALSE,"mmr",1066.26386113044
"Latin America",NA,1994,"upper bound (80% UI)",FALSE,"mmr",116.097011269731
"Caucasus and Central Asia",NA,1994,"upper bound (80% UI)",FALSE,"mmr",76.3261662078276
"Caribbean",NA,1994,"upper bound (80% UI)",FALSE,"mmr",315.288167764145
"Western Asia",NA,1994,"upper bound (80% UI)",FALSE,"mmr",179.035723665063
"South-eastern Asia",NA,1994,"upper bound (80% UI)",FALSE,"mmr",291.052121865264
"Eastern Asia",NA,1994,"upper bound (80% UI)",FALSE,"mmr",87.5438044911032
"Oceania",NA,1994,"upper bound (80% UI)",FALSE,"mmr",582.484033913094
"World",NA,1994,"upper bound (80% UI)",TRUE,"mmr",409
"Southern Asia",NA,1994,"upper bound (80% UI)",TRUE,"mmr",553
"Other",NA,1994,"upper bound (80% UI)",TRUE,"mmr",24
"Northern Africa",NA,1994,"upper bound (80% UI)",TRUE,"mmr",173
"Sub-Saharan Africa",NA,1994,"upper bound (80% UI)",TRUE,"mmr",1070
"Latin America",NA,1994,"upper bound (80% UI)",TRUE,"mmr",116
"Caucasus and Central Asia",NA,1994,"upper bound (80% UI)",TRUE,"mmr",76
"Caribbean",NA,1994,"upper bound (80% UI)",TRUE,"mmr",315
"Western Asia",NA,1994,"upper bound (80% UI)",TRUE,"mmr",179
"South-eastern Asia",NA,1994,"upper bound (80% UI)",TRUE,"mmr",291
"Eastern Asia",NA,1994,"upper bound (80% UI)",TRUE,"mmr",88
"Oceania",NA,1994,"upper bound (80% UI)",TRUE,"mmr",582
"World",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",543664.627838028
"Southern Asia",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",216628.039156786
"Other",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",3381.93701628258
"Northern Africa",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",5989.51371603179
"Sub-Saharan Africa",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",261880.098142654
"Latin America",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",12792.022641013
"Caucasus and Central Asia",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",1318.05671943976
"Caribbean",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",2535.97308418573
"Western Asia",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",7753.67016870035
"South-eastern Asia",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",34377.6504793278
"Eastern Asia",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",19123.0362618289
"Oceania",NA,1994,"upper bound (80% UI)",FALSE,"matdeaths",1268.46965581221
"World",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",544000
"Southern Asia",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",217000
"Other",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",3400
"Northern Africa",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",6000
"Sub-Saharan Africa",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",262000
"Latin America",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",13000
"Caucasus and Central Asia",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",1300
"Caribbean",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",2500
"Western Asia",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",7800
"South-eastern Asia",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",34000
"Eastern Asia",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",19000
"Oceania",NA,1994,"upper bound (80% UI)",TRUE,"matdeaths",1300
"World",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",76.8289177918173
"Southern Asia",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",42.5957099296191
"Other",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",2537.77196324236
"Northern Africa",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",151.91438833005
"Sub-Saharan Africa",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",15.7915100378683
"Latin America",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",262.980470580152
"Caucasus and Central Asia",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",380.579974814478
"Caribbean",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",103.429394169004
"Western Asia",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",125.08382195879
"South-eastern Asia",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",106.700034731403
"Eastern Asia",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",533.318693834202
"Oceania",NA,1994,"upper bound (80% UI)",FALSE,"ltr_1per",36.7361346176534
"World",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",77
"Southern Asia",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",43
"Other",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",2500
"Northern Africa",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",150
"Sub-Saharan Africa",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",16
"Latin America",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",260
"Caucasus and Central Asia",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",380
"Caribbean",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",100
"Western Asia",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",130
"South-eastern Asia",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",110
"Eastern Asia",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",530
"Oceania",NA,1994,"upper bound (80% UI)",TRUE,"ltr_1per",37
"World",NA,1995,"upper bound (80% UI)",FALSE,"mmr",403.580558916549
"Southern Asia",NA,1995,"upper bound (80% UI)",FALSE,"mmr",532.556123818659
"Other",NA,1995,"upper bound (80% UI)",FALSE,"mmr",22.9024458771535
"Northern Africa",NA,1995,"upper bound (80% UI)",FALSE,"mmr",166.021204572826
"Sub-Saharan Africa",NA,1995,"upper bound (80% UI)",FALSE,"mmr",1046.71730704529
"Latin America",NA,1995,"upper bound (80% UI)",FALSE,"mmr",111.400087104966
"Caucasus and Central Asia",NA,1995,"upper bound (80% UI)",FALSE,"mmr",72.7838658865978
"Caribbean",NA,1995,"upper bound (80% UI)",FALSE,"mmr",317.135846928449
"Western Asia",NA,1995,"upper bound (80% UI)",FALSE,"mmr",172.817847460928
"South-eastern Asia",NA,1995,"upper bound (80% UI)",FALSE,"mmr",276.622396921973
"Eastern Asia",NA,1995,"upper bound (80% UI)",FALSE,"mmr",82.5013865098461
"Oceania",NA,1995,"upper bound (80% UI)",FALSE,"mmr",579.012218759661
"World",NA,1995,"upper bound (80% UI)",TRUE,"mmr",404
"Southern Asia",NA,1995,"upper bound (80% UI)",TRUE,"mmr",533
"Other",NA,1995,"upper bound (80% UI)",TRUE,"mmr",23
"Northern Africa",NA,1995,"upper bound (80% UI)",TRUE,"mmr",166
"Sub-Saharan Africa",NA,1995,"upper bound (80% UI)",TRUE,"mmr",1050
"Latin America",NA,1995,"upper bound (80% UI)",TRUE,"mmr",111
"Caucasus and Central Asia",NA,1995,"upper bound (80% UI)",TRUE,"mmr",73
"Caribbean",NA,1995,"upper bound (80% UI)",TRUE,"mmr",317
"Western Asia",NA,1995,"upper bound (80% UI)",TRUE,"mmr",173
"South-eastern Asia",NA,1995,"upper bound (80% UI)",TRUE,"mmr",277
"Eastern Asia",NA,1995,"upper bound (80% UI)",TRUE,"mmr",83
"Oceania",NA,1995,"upper bound (80% UI)",TRUE,"mmr",579
"World",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",531820.384166995
"Southern Asia",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",208794.081717813
"Other",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",3160.13147068177
"Northern Africa",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",5639.6091625873
"Sub-Saharan Africa",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",262654.448604565
"Latin America",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",12286.8759492449
"Caucasus and Central Asia",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",1210.88698078886
"Caribbean",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",2533.21771809507
"Western Asia",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",7544.06588420916
"South-eastern Asia",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",32391.5974878929
"Eastern Asia",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",16905.8961937587
"Oceania",NA,1995,"upper bound (80% UI)",FALSE,"matdeaths",1288.71907553775
"World",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",532000
"Southern Asia",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",209000
"Other",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",3200
"Northern Africa",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",5600
"Sub-Saharan Africa",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",263000
"Latin America",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",12000
"Caucasus and Central Asia",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",1200
"Caribbean",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",2500
"Western Asia",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",7500
"South-eastern Asia",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",32000
"Eastern Asia",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",17000
"Oceania",NA,1995,"upper bound (80% UI)",TRUE,"matdeaths",1300
"World",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",79.9464030777897
"Southern Asia",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",45.3053847401113
"Other",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",2728.98950876878
"Northern Africa",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",166.102292061049
"Sub-Saharan Africa",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",16.2743476990006
"Latin America",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",280.170014118331
"Caucasus and Central Asia",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",420.446579510134
"Caribbean",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",104.913750263469
"Western Asia",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",132.785317005693
"South-eastern Asia",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",115.914438426333
"Eastern Asia",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",609.187134375241
"Oceania",NA,1995,"upper bound (80% UI)",FALSE,"ltr_1per",37.1235029399697
"World",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",80
"Southern Asia",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",45
"Other",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",2700
"Northern Africa",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",170
"Sub-Saharan Africa",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",16
"Latin America",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",280
"Caucasus and Central Asia",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",420
"Caribbean",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",100
"Western Asia",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",130
"South-eastern Asia",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",120
"Eastern Asia",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",610
"Oceania",NA,1995,"upper bound (80% UI)",TRUE,"ltr_1per",37
"World",NA,1996,"upper bound (80% UI)",FALSE,"mmr",399.439835814988
"Southern Asia",NA,1996,"upper bound (80% UI)",FALSE,"mmr",513.378545462999
"Other",NA,1996,"upper bound (80% UI)",FALSE,"mmr",20.8220987474905
"Northern Africa",NA,1996,"upper bound (80% UI)",FALSE,"mmr",158.306341827509
"Sub-Saharan Africa",NA,1996,"upper bound (80% UI)",FALSE,"mmr",1029.68454383193
"Latin America",NA,1996,"upper bound (80% UI)",FALSE,"mmr",109.348282875117
"Caucasus and Central Asia",NA,1996,"upper bound (80% UI)",FALSE,"mmr",69.0254206571074
"Caribbean",NA,1996,"upper bound (80% UI)",FALSE,"mmr",312.139646104891
"Western Asia",NA,1996,"upper bound (80% UI)",FALSE,"mmr",167.816423578531
"South-eastern Asia",NA,1996,"upper bound (80% UI)",FALSE,"mmr",264.841681716577
"Eastern Asia",NA,1996,"upper bound (80% UI)",FALSE,"mmr",77.8034055057056
"Oceania",NA,1996,"upper bound (80% UI)",FALSE,"mmr",578.184961611487
"World",NA,1996,"upper bound (80% UI)",TRUE,"mmr",399
"Southern Asia",NA,1996,"upper bound (80% UI)",TRUE,"mmr",513
"Other",NA,1996,"upper bound (80% UI)",TRUE,"mmr",21
"Northern Africa",NA,1996,"upper bound (80% UI)",TRUE,"mmr",158
"Sub-Saharan Africa",NA,1996,"upper bound (80% UI)",TRUE,"mmr",1030
"Latin America",NA,1996,"upper bound (80% UI)",TRUE,"mmr",109
"Caucasus and Central Asia",NA,1996,"upper bound (80% UI)",TRUE,"mmr",69
"Caribbean",NA,1996,"upper bound (80% UI)",TRUE,"mmr",312
"Western Asia",NA,1996,"upper bound (80% UI)",TRUE,"mmr",168
"South-eastern Asia",NA,1996,"upper bound (80% UI)",TRUE,"mmr",265
"Eastern Asia",NA,1996,"upper bound (80% UI)",TRUE,"mmr",78
"Oceania",NA,1996,"upper bound (80% UI)",TRUE,"mmr",578
"World",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",522523.24679501
"Southern Asia",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",201451.276241532
"Other",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",2832.39011419154
"Northern Africa",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",5278.15348234427
"Sub-Saharan Africa",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",264040.298298479
"Latin America",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",12075.1438923355
"Caucasus and Central Asia",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",1105.6443563061
"Caribbean",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",2476.53780197143
"Western Asia",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",7377.88795886346
"South-eastern Asia",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",30760.050365056
"Eastern Asia",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",15029.9288317688
"Oceania",NA,1996,"upper bound (80% UI)",FALSE,"matdeaths",1313.39339509742
"World",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",523000
"Southern Asia",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",201000
"Other",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",2800
"Northern Africa",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",5300
"Sub-Saharan Africa",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",264000
"Latin America",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",12000
"Caucasus and Central Asia",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",1100
"Caribbean",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",2500
"Western Asia",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",7400
"South-eastern Asia",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",31000
"Eastern Asia",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",15000
"Oceania",NA,1996,"upper bound (80% UI)",TRUE,"matdeaths",1300
"World",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",82.8463734365016
"Southern Asia",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",48.1324871292686
"Other",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",3053.48602655119
"Northern Africa",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",182.747247034
"Sub-Saharan Africa",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",16.7158842968967
"Latin America",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",291.420504123491
"Caucasus and Central Asia",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",468.480239519663
"Caribbean",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",108.754768351524
"Western Asia",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",140.341956839552
"South-eastern Asia",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",124.945556048495
"Eastern Asia",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",694.379838413292
"Oceania",NA,1996,"upper bound (80% UI)",FALSE,"ltr_1per",37.315593028571
"World",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",83
"Southern Asia",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",48
"Other",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",3100
"Northern Africa",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",180
"Sub-Saharan Africa",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",17
"Latin America",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",290
"Caucasus and Central Asia",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",470
"Caribbean",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",110
"Western Asia",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",140
"South-eastern Asia",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",120
"Eastern Asia",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",690
"Oceania",NA,1996,"upper bound (80% UI)",TRUE,"ltr_1per",37
"World",NA,1997,"upper bound (80% UI)",FALSE,"mmr",393.884595923549
"Southern Asia",NA,1997,"upper bound (80% UI)",FALSE,"mmr",492.222441580126
"Other",NA,1997,"upper bound (80% UI)",FALSE,"mmr",19.061413478886
"Northern Africa",NA,1997,"upper bound (80% UI)",FALSE,"mmr",151.624245486498
"Sub-Saharan Africa",NA,1997,"upper bound (80% UI)",FALSE,"mmr",1010.35538431444
"Latin America",NA,1997,"upper bound (80% UI)",FALSE,"mmr",107.973053707736
